gene	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue
HSAC07                                                                                                                                                                                                                                                                    	11.61942862	11.28240216	11.34145471	11.10387059	11.49923365	11.28240216	9.346173054	10.94505769	11.1680032	11.59457594	11.07365614	9.499967692	10.25646248	11.1680032	11.28240216	10.56539695	11.14978768	10.68987049	11.56843571	11.59457594	10.80830408	10.7461311	11.82799396	10.68987049	9.554209748	10.7356637	10.84792936	10.83618846	11.05625705	12.20955035	11.00494963	10.65383856	11.77686565	10.90885648	10.98638845	11.61942862	10.89912848	10.66370916	10.70126957	10.56539695	10.88660755	11.49923365	11.82799396	12.03401782	12.15132062	12.26332742	11.08957051	11.38387506	10.92983537	11.82799396	11.59457594
Hsa.8068	10.31740058	10.94505769	10.25646248	10.45759105	10.57696154	10.9205578	11.13308813	10.89912848	11.38387506	10.04899326	10.9205578	11.48011655	11.61942862	10.58717668	10.94505769	11.38387506	10.32452555	11.05625705	10.72223615	11.18382795	11.64708896	11.02115226	10.43018679	11.86162025	10.49414491	12.20955035	11.48011655	10.9205578	11.56843571	10.17083973	11.71348498	11.52325043	10.1364287	11.74489384	11.61942862	10.84792936	10.40958153	11.3248409	11.26296974	10.89912848	10.82183402	10.48088888	10.54503826	10.64331159	9.400878404	10.71246057	11.1680032	10.92983537	10.66370916	9.687543878	10.68987049
Hsa.1139	12.15132062	11.61942862	11.56843571	11.67486278	11.9366507	11.48011655	11.14978768	11.14978768	10.87455307	11.77686565	11.64708896	10.24215281	10.95857482	11.89052177	11.64708896	11.89052177	11.86162025	11.28240216	11.89052177	10.43018679	10.60864622	11.34145471	12.20955035	11.10387059	11.67486278	10.94505769	11.21353984	12.03401782	10.79857266	11.82799396	10.7567274	10.70126957	10.66370916	10.97222513	12.03401782	10.9205578	12.26332742	11.74489384	10.97222513	11.22920307	10.79857266	11.41062428	12.07438309	11.54484053	12.54138788	11.13308813	10.83618846	12.83988119	11.74489384	12.15132062	11.00494963
Hsa.27083	10.05968441	10.87455307	10.17819337	10.94505769	10.32452555	10.17819337	9.667253212	9.735765091	10.79857266	11.10387059	10.87455307	10.71246057	9.864054562	10.25646248	10.33248201	10.1364287	10.58717668	10.35891329	10.21046004	10.21046004	10.40126887	10.25646248	9.901126495	9.887494317	10.31740058	9.777358996	10.54503826	10.07217302	9.846233717	10.58717668	10.4489732	10.12113701	11.52325043	10.05457369	10.37831251	10.86317875	10.22545294	9.996889155	9.895922386	10.86317875	10.83618846	10.83618846	10.71246057	10.36667861	10.87455307	10.12872777	10.95857482	10.47031135	11.19828413	10.98638845	10.55617784
Hsa.3006	11.52325043	10.274157	10.24215281	10.24968733	11.64708896	10.70126957	11.28240216	11.05625705	10.29696948	11.02115226	11.34145471	10.31740058	10.7461311	11.41062428	11.56843571	11.08957051	11.28240216	11.59457594	10.77084103	11.3633593	11.59457594	10.86317875	11.41062428	10.59684229	11.3248409	10.39133472	11.49923365	10.7567274	11.1680032	10.7461311	9.717693281	10.00889506	11.08957051	11.10387059	10.7567274	9.418934267	9.596726593	11.04101204	10.86317875	10.47031135	10.78710647	10.16425877	9.906949252	10.39133472	10.19499112	11.07365614	11.14978768	9.370907429	10.71246057	10.56539695	10.60864622
Hsa.5398	10.9205578	11.45214598	10.84792936	10.83618846	10.86317875	11.38387506	12.03401782	10.83618846	11.3633593	10.36667861	11.22920307	12.44432599	11.67486278	11.22920307	10.90885648	11.64708896	10.98638845	11.13308813	11.18382795	11.22920307	11.54484053	11.67486278	10.7567274	11.97838427	11.08957051	12.65703872	12.11268621	10.89912848	11.71348498	10.39133472	11.82799396	11.54484053	9.98284411	11.77686565	11.28240216	11.14978768	9.777358996	11.64708896	11.89052177	11.02115226	10.77084103	10.94505769	10.94505769	9.713562791	9.219246213	10.84792936	10.32452555	11.21353984	9.545760415	9.216101605	11.26296974
Hsa.2299	9.671824379	10.41931121	10.7567274	11.54484053	9.957108362	10.54503826	9.777358996	10.65383856	11.00494963	11.3248409	10.36667861	10.08023944	9.969444316	11.1207522	11.1207522	10.61909998	11.38387506	11.22920307	10.36667861	10.98638845	10.41931121	10.54503826	10.78710647	10.21046004	10.59684229	10.53399641	9.864054562	9.682219299	10.29696948	11.45214598	9.925144507	9.963314232	10.61909998	9.76855173	9.990155672	10.64331159	9.564874743	9.691163781	10.41931121	9.731546231	10.7356637	10.67584737	10.61909998	10.14933268	11.54484053	10.21046004	10.06630906	9.880658867	10.14344946	10.97222513	10.39133472
Hsa.1013	11.38387506	10.97222513	10.61909998	10.7567274	11.00494963	10.90885648	11.18382795	10.7461311	10.78710647	10.90885648	10.24968733	10.65383856	10.18594865	9.990155672	10.17819337	9.671824379	10.12872777	10.15649252	10.2351949	8.944298326	9.334979662	9.741851857	10.60864622	9.446733478	10.70126957	9.206971403	10.14344946	11.05625705	10.00192298	10.274157	9.475300008	9.94446766	10.70126957	9.873864535	11.1680032	10.78710647	10.92983537	10.52482225	10.43018679	10.79857266	11.18382795	10.84792936	10.78710647	10.77084103	10.7567274	10.7567274	10.90885648	11.02115226	10.15649252	11.13308813	10.66370916
UMGAP                                                                                                                                                                                                                                                                        	11.18382795	10.57696154	11.1680032	10.34123042	10.68987049	10.7461311	10.86317875	10.86317875	10.82183402	10.95857482	12.03401782	10.53399641	11.04101204	10.9205578	11.41062428	11.22920307	11.3248409	11.71348498	12.03401782	10.78710647	10.9205578	11.1207522	11.21353984	11.21353984	10.29034127	11.52325043	11.13308813	11.24603756	10.95857482	10.92983537	11.08957051	10.94505769	10.77084103	10.7567274	11.38387506	10.60864622	10.274157	10.97222513	11.49923365	10.94505769	10.65383856	10.87455307	10.34123042	10.89912848	10.45759105	10.95857482	11.38387506	10.64331159	11.02115226	10.65383856	10.41931121
UMGAP                                                                                                                                                                                                                                                                        	11.18382795	10.57696154	11.1680032	10.34123042	10.68987049	10.7461311	10.86317875	10.86317875	10.82183402	10.95857482	12.03401782	10.53399641	11.04101204	10.9205578	11.41062428	11.22920307	11.3248409	11.71348498	12.03401782	10.78710647	10.9205578	11.1207522	11.21353984	11.21353984	10.29034127	11.52325043	11.13308813	11.24603756	10.95857482	10.92983537	11.08957051	10.94505769	10.77084103	10.7567274	11.38387506	10.60864622	10.274157	10.97222513	11.49923365	10.94505769	10.65383856	10.87455307	10.34123042	10.89912848	10.45759105	10.95857482	11.38387506	10.64331159	11.02115226	10.65383856	10.41931121
UMGAP                                                                                                                                                                                                                                                                        	11.18382795	10.57696154	11.1680032	10.34123042	10.68987049	10.7461311	10.86317875	10.86317875	10.82183402	10.95857482	12.03401782	10.53399641	11.04101204	10.9205578	11.41062428	11.22920307	11.3248409	11.71348498	12.03401782	10.78710647	10.9205578	11.1207522	11.21353984	11.21353984	10.29034127	11.52325043	11.13308813	11.24603756	10.95857482	10.92983537	11.08957051	10.94505769	10.77084103	10.7567274	11.38387506	10.60864622	10.274157	10.97222513	11.49923365	10.94505769	10.65383856	10.87455307	10.34123042	10.89912848	10.45759105	10.95857482	11.38387506	10.64331159	11.02115226	10.65383856	10.41931121
UMGAP                                                                                                                                                                                                                                                                        	11.18382795	10.57696154	11.1680032	10.34123042	10.68987049	10.7461311	10.86317875	10.86317875	10.82183402	10.95857482	12.03401782	10.53399641	11.04101204	10.9205578	11.41062428	11.22920307	11.3248409	11.71348498	12.03401782	10.78710647	10.9205578	11.1207522	11.21353984	11.21353984	10.29034127	11.52325043	11.13308813	11.24603756	10.95857482	10.92983537	11.08957051	10.94505769	10.77084103	10.7567274	11.38387506	10.60864622	10.274157	10.97222513	11.49923365	10.94505769	10.65383856	10.87455307	10.34123042	10.89912848	10.45759105	10.95857482	11.38387506	10.64331159	11.02115226	10.65383856	10.41931121
Hsa.2221	9.48752272	9.963314232	9.542700835	10.88660755	10.10194857	10.50361691	10.7567274	9.777358996	10.57696154	10.39133472	10.15649252	10.97222513	10.84792936	10.79857266	11.34145471	11.19828413	11.48011655	11.24603756	10.7356637	10.51505582	10.7567274	10.68987049	10.48088888	10.30575986	11.30076954	10.78710647	11.05625705	10.08023944	10.36667861	11.00494963	10.11500294	10.49414491	10.45759105	9.895922386	10.41931121	10.19499112	9.82501082	10.7356637	11.10387059	10.274157	10.61909998	10.55617784	9.203406816	10.21046004	9.846233717	10.50361691	10.65383856	9.819591448	10.24968733	10.48088888	10.21779377
Hsa.1238	11.49923365	10.50361691	10.32452555	10.21046004	11.04101204	10.92983537	11.38387506	10.59684229	9.873864535	11.30076954	11.86162025	10.57696154	10.98638845	11.00494963	11.08957051	10.9205578	10.97222513	10.79857266	11.82799396	10.18594865	9.731546231	10.80830408	11.38387506	10.10194857	10.07217302	10.28176237	10.34123042	11.77686565	10.08023944	11.42976375	9.791565449	10.59684229	10.49414491	10.66370916	11.89052177	10.58717668	10.59684229	11.61942862	11.41062428	10.90885648	10.52482225	11.38387506	10.87455307	11.10387059	11.22920307	11.28240216	11.30076954	11.64708896	10.40126887	11.04101204	11.18382795
Hsa.6039	10.43018679	11.24603756	11.41062428	10.89912848	10.55617784	11.02115226	10.63090326	11.1207522	11.48011655	10.67584737	10.50361691	11.3633593	11.3248409	10.30575986	10.55617784	10.64331159	9.815137153	10.84792936	10.43814862	11.14978768	11.28240216	10.57696154	10.88660755	11.9366507	8.559191418	10.88660755	10.82183402	10.88660755	10.54503826	10.83618846	11.1680032	10.31740058	10.67584737	11.14978768	10.89912848	11.10387059	9.44291374	9.975409552	10.57696154	11.38387506	10.65383856	11.1680032	11.45214598	11.3248409	11.3633593	10.83618846	10.61909998	11.28240216	10.80830408	10.49414491	11.19828413
Hsa.98	10.63090326	11.00494963	10.65383856	10.70126957	10.08023944	10.12872777	10.1081467	11.18382795	10.97222513	10.1081467	10.92983537	11.45214598	11.13308813	9.932365506	10.60864622	10.0874021	10.47031135	10.86317875	11.24603756	11.9366507	11.49923365	10.98638845	10.70126957	11.59457594	10.37831251	11.13308813	10.49414491	10.51505582	11.1207522	10.40126887	11.05625705	11.05625705	10.29034127	10.61909998	10.83618846	10.97222513	10.7461311	10.08023944	11.13308813	11.45214598	10.50361691	10.60864622	11.08957051	11.00494963	11.1680032	10.29696948	11.45214598	10.58717668	10.48088888	10.31740058	10.78710647
Hsa.2019	9.925144507	10.30575986	10.14344946	11.05625705	10.36667861	11.08957051	11.22920307	10.1364287	10.43814862	11.24603756	10.86317875	10.9205578	10.82183402	11.21353984	11.3633593	10.94505769	11.77686565	11.38387506	10.7567274	11.28240216	10.89912848	10.88660755	10.41931121	10.31740058	11.52325043	10.50361691	11.26296974	10.24968733	10.83618846	11.41062428	10.20112258	10.9205578	11.19828413	10.49414491	10.35891329	10.88660755	10.47031135	10.9205578	10.7567274	10.52482225	10.48088888	10.90885648	9.782453219	10.7356637	10.61909998	11.08957051	10.84792936	9.925144507	11.10387059	10.87455307	10.89912848
Hsa.1732	10.49414491	9.996889155	10.274157	9.829554471	10.98638845	10.30575986	11.10387059	10.36667861	9.462797437	11.26296974	9.727550513	9.516676372	9.279102424	9.829554471	10.24968733	10.92983537	11.21353984	8.672734425	10.79857266	9.796862044	10.04899326	10.45759105	11.30076954	9.288671499	10.92983537	8.93661467	10.68987049	12.11268621	8.772963679	11.48011655	9.225100126	10.11500294	11.3248409	10.43018679	11.24603756	11.3248409	12.07438309	11.56843571	10.21046004	10.2351949	10.41931121	11.89052177	11.34145471	11.02115226	12.07438309	10.86317875	10.52482225	11.86162025	11.54484053	11.54484053	11.3248409
Hsa.5363	10.45759105	10.90885648	10.7356637	10.47031135	10.72223615	10.98638845	11.52325043	10.14344946	10.68987049	10.09420563	10.90885648	11.82799396	11.28240216	10.4489732	10.31740058	11.34145471	10.4489732	10.97222513	11.02115226	10.58717668	11.3633593	11.3248409	10.83618846	11.52325043	10.40958153	11.45214598	11.18382795	10.48088888	11.28240216	10.45759105	10.78710647	11.21353984	10.04899326	11.64708896	11.54484053	10.7567274	10.37831251	10.16425877	11.05625705	10.71246057	10.37831251	10.58717668	10.4489732	10.52482225	9.560880714	11.38387506	10.88660755	11.05625705	10.45759105	9.796862044	11.08957051
Hsa.8093	9.455329209	11.08957051	10.21779377	10.67584737	9.583951994	10.22545294	9.996889155	10.12113701	11.05625705	9.98284411	9.74716214	10.17083973	10.40126887	9.232607379	9.624370681	9.895922386	9.175801436	9.491849218	9.94446766	10.2351949	10.08023944	9.963314232	10.01639585	10.04250777	9.412047004	10.24968733	10.04250777	9.529459522	9.996889155	9.834733283	10.40126887	9.84007206	10.12872777	10.63090326	10.22545294	10.51505582	10.05968441	9.44291374	9.94446766	9.829554471	10.35891329	10.24968733	10.67584737	10.1081467	9.864054562	10.05968441	10.7567274	10.37831251	10.05968441	9.269855121	10.32452555
Hsa.5444	10.06630906	10.71246057	10.41931121	10.0874021	10.17819337	10.39133472	11.21353984	10.47031135	10.54503826	9.735765091	10.24215281	11.42976375	11.34145471	10.71246057	10.56539695	11.30076954	10.18594865	10.66370916	10.49414491	10.36667861	11.22920307	11.19828413	10.31740058	12.07438309	10.84792936	11.77686565	11.19828413	10.60864622	11.74489384	9.773846685	11.61942862	11.3633593	9.773846685	11.45214598	10.86317875	10.17819337	10.0874021	10.70126957	11.3633593	11.18382795	10.34968751	10.18594865	10.25646248	10.06630906	9.773846685	10.68987049	10.82183402	10.61909998	10.54503826	9.534353719	10.50361691
Hsa.3094	10.83618846	9.687543878	9.975409552	10.09420563	11.34145471	10.53399641	10.79857266	10.98638845	10.06630906	10.40958153	11.04101204	10.1081467	10.1081467	10.45759105	10.9205578	10.53399641	10.86317875	10.95857482	10.25646248	10.7356637	11.08957051	9.94446766	10.65383856	10.18594865	10.03698028	10.36667861	11.08957051	10.1364287	11.38387506	10.77084103	10.80830408	10.24968733	10.9205578	10.71246057	10.63090326	10.03698028	9.938999736	11.13308813	11.1680032	10.87455307	10.34123042	10.12113701	10.45759105	11.1207522	10.37831251	10.51505582	10.77084103	9.545760415	10.83618846	10.88660755	10.90885648
Hsa.1949	9.435092866	9.246968868	9.077360168	10.4489732	9.505177031	10.34123042	10.01639585	10.11500294	10.00192298	10.78710647	10.58717668	10.49414491	10.30575986	10.88660755	11.02115226	10.49414491	11.07365614	11.04101204	9.963314232	10.92983537	10.37831251	10.43814862	10.04250777	10.57696154	10.65383856	11.00494963	10.28176237	9.346173054	9.868422069	10.70126957	10.19499112	10.48088888	10.28176237	9.803089775	9.261315076	9.610673037	9.516676372	9.583951994	9.957108362	10.20112258	10.60864622	9.925144507	9.583951994	10.30575986	10.58717668	10.20112258	10.30575986	9.334979662	10.49414491	10.29696948	9.583951994
Hsa.361	11.05625705	10.4489732	11.24603756	11.02115226	11.59457594	10.36667861	9.727550513	11.54484053	10.67584737	10.79857266	11.54484053	10.78710647	10.72223615	11.71348498	11.10387059	11.14978768	11.54484053	11.14978768	10.82183402	11.49923365	11.14978768	10.79857266	11.45214598	10.4489732	11.26296974	10.14344946	10.45759105	11.64708896	11.14978768	11.10387059	11.19828413	10.40958153	11.05625705	11.1680032	10.51505582	10.4489732	10.34968751	10.41931121	10.58717668	11.74489384	10.29696948	10.17083973	11.42976375	11.56843571	11.14978768	10.19499112	11.3248409	9.969444316	11.21353984	10.95857482	11.05625705
Hsa.8125	9.296376362	11.71348498	10.55617784	11.1680032	10.28176237	11.18382795	11.34145471	11.89052177	11.86162025	10.43814862	9.216101605	9.969444316	9.39683711	8.662659763	9.963314232	9.315666727	9.191171874	9.439292357	9.880658867	9.975409552	9.852448713	9.534353719	9.695625414	10.34968751	8.847645401	9.912367614	10.0874021	9.64573948	9.834733283	10.4489732	9.938999736	9.279102424	11.1680032	10.79857266	10.34123042	11.97838427	10.55617784	9.938999736	10.80830408	9.887494317	11.67486278	11.21353984	11.05625705	10.92983537	11.1207522	10.41931121	9.803089775	11.3248409	10.1081467	10.90885648	11.21353984
Hsa.2361	9.521041869	10.48088888	10.82183402	11.48011655	9.829554471	10.64331159	9.708527967	11.07365614	11.08957051	11.54484053	9.408260565	10.39133472	9.858818496	9.791565449	10.22545294	10.274157	10.78710647	9.702972223	9.852448713	10.4489732	9.708527967	8.891377536	10.21046004	9.126627878	9.59270056	8.897418058	10.72223615	9.455329209	9.658603091	11.28240216	9.113164099	9.763245838	11.30076954	9.516676372	8.815382779	10.87455307	9.293308477	9.219246213	9.925144507	9.102038766	10.94505769	11.24603756	10.16425877	10.94505769	10.64331159	10.88660755	10.1364287	10.2351949	9.873864535	11.64708896	10.71246057
Hsa.255	9.412047004	9.84007206	9.326970885	10.53399641	9.82501082	10.25646248	10.43018679	10.24215281	10.30575986	10.82183402	9.024599489	10.43814862	10.32452555	10.48088888	10.98638845	10.65383856	10.92983537	10.53399641	9.751724911	10.30575986	10.12872777	10.05968441	9.269855121	9.996889155	10.95857482	10.55617784	10.77084103	8.977667693	10.57696154	10.52482225	9.658603091	10.45759105	10.33248201	9.620267132	9.521041869	9.868422069	9.809665714	9.815137153	10.83618846	9.014096532	10.7461311	10.25646248	9.080381297	10.51505582	10.40958153	10.48088888	10.22545294	9.338937257	9.126627878	10.18594865	9.858818496
Hsa.2699	9.235916558	10.12113701	9.366127938	10.59684229	10.14933268	10.43018679	10.89912848	9.269855121	10.18594865	9.963314232	10.1364287	11.07365614	10.2351949	10.49414491	11.04101204	10.83618846	10.9205578	11.08957051	10.31740058	9.803089775	10.43018679	10.15649252	10.36667861	9.671824379	10.16425877	10.17083973	10.14933268	9.326970885	9.629040452	10.55617784	10.25646248	8.362090172	10.0874021	8.938852044	9.560880714	10.18594865	9.046989305	9.415618773	10.04250777	9.996889155	10.56539695	10.80830408	9.634275318	9.235916558	10.274157	10.37831251	9.084330924	9.529459522	9.906949252	9.819591448	9.809665714
